Marca,Modelo,Ano_Fabricacao,Ano_Modelo,Quilometragem,Combustivel,Cambio,Cor,Num_Portas,Estado_Venda,Preco_Listagem,Foi_Vendido
Renault,Duster,2017,2017,114448,Flex,CVT,Marrom,4,GO,13376,1
Honda,Fit,2011,2011,312013,Flex,Manual,Prata,4,PR,10000,0
Renault,Duster,2016,2017,45860,Flex,Automático,Vermelho,2,MG,25938,1
Chevrolet,Cobalt,2012,2013,198858,Gasolina,Automatizado,Marrom,4,BA,10000,0
Volkswagen,Virtus,2017,2018,83620,Flex,Automático,Cinza,4,CE,16212,0
Peugeot,208,2023,2023,21087,Flex,CVT,Branco,4,MG,52302,0
Citroën,C4 Cactus,2023,2024,23158,Diesel,Automático,Marrom,4,MG,49160,1
Hyundai,HB20S,2007,2007,218458,Flex,Manual,Preto,4,ES,10000,0
Fiat,Mobi,2023,2023,17350,Flex,Manual,Marrom,4,MG,34483,1
Honda,City,2013,2014,194825,Flex,Manual,Vermelho,4,ES,10000,0
Renault,Logan,2019,2019,122175,Diesel,Manual,Vermelho,4,RJ,12820,0
Chevrolet,Spin,2015,2016,105477,Flex,Automático,Preto,4,BA,16437,0
Renault,Sandero,2021,2022,21337,Etanol,Automatizado,Prata,2,PR,47551,1
Chevrolet,Montana,2010,2010,203172,Gasolina,Automático,Marrom,4,BA,10000,0
Peugeot,3008,2023,2024,12513,Diesel,Manual,Cinza,4,SP,58848,0
Fiat,Mobi,2020,2020,85288,Diesel,Manual,Azul,4,RS,18331,1
Jeep,Commander,2018,2019,67101,Flex,CVT,Branco,4,RS,54015,1
Chevrolet,Onix Plus,2014,2014,148508,Flex,Manual,Azul,4,PE,10000,0
Citroën,C3,2020,2021,59389,Flex,Automático,Azul,4,DF,35843,1
Citroën,C4 Cactus,2020,2020,68648,Flex,Manual,Marrom,4,SP,29152,1
Ford,Focus,2006,2007,112084,Flex,Automático,Vermelho,4,GO,10000,0
Peugeot,3008,2008,2008,252738,Gasolina,Automático,Branco,4,PE,10000,0
Fiat,Uno,2024,2025,906,Flex,Automático,Vermelho,2,GO,65424,1
Renault,Sandero,2019,2020,94108,Flex,Automático,Marrom,4,SC,31928,1
Hyundai,HB20,2023,2023,18126,Diesel,Manual,Marrom,4,GO,62183,1
Fiat,Strada,2010,2011,158377,Flex,Manual,Marrom,2,PE,10000,0
Chevrolet,Spin,2007,2008,335367,Flex,Automático,Cinza,4,CE,10000,1
Chevrolet,Tracker,2008,2008,140939,Diesel,Manual,Marrom,4,PE,10000,0
Toyota,Etios,2025,2025,1376,Flex,Automático,Branco,2,PE,108284,1
Hyundai,HB20S,2022,2023,32483,Flex,Manual,Vermelho,2,RJ,67186,1
Fiat,Toro,2024,2025,1407,Flex,Automático,Preto,4,RJ,60817,1
Chevrolet,Montana,2014,2014,108697,Flex,Automático,Preto,4,GO,10000,1
Renault,Clio,2024,2024,11300,Flex,Manual,Prata,4,RJ,28607,1
Toyota,Etios,2007,2008,426343,Flex,Manual,Azul,2,RJ,10000,0
Volkswagen,Amarok,2011,2012,173313,Gasolina,Automático,Branco,4,GO,10000,1
Chevrolet,Onix,2008,2009,144584,Flex,Automático,Preto,4,BA,10000,0
Hyundai,HB20S,2025,2025,1618,Flex,Manual,Vermelho,4,RS,70815,1
Toyota,Yaris,2024,2025,1302,Flex,Manual,Marrom,4,GO,120813,1
Hyundai,HB20S,2020,2021,67590,Flex,Automático,Branco,4,PE,41350,0
Honda,CR-V,2021,2022,40641,Gasolina,CVT,Marrom,2,GO,75507,1
Honda,City,2021,2022,64957,Flex,CVT,Prata,2,GO,76929,1
Renault,Sandero,2006,2007,276775,Flex,Automático,Marrom,4,SC,10000,0
Honda,WR-V,2013,2013,139874,Gasolina,Manual,Preto,4,ES,14939,0
Peugeot,2008,2020,2020,82287,Gasolina,Manual,Marrom,4,BA,24008,0
Renault,Oroch,2020,2020,52633,Gasolina,Automatizado,Prata,4,RS,18837,0
Peugeot,3008,2012,2012,213452,Flex,Automático,Cinza,4,SP,10000,1
Honda,CR-V,2025,2025,821,Flex,Automático,Preto,4,PR,86267,1
Peugeot,3008,2017,2017,158218,Flex,Manual,Vermelho,4,SC,10000,0
Fiat,Strada,2012,2013,250295,Diesel,Automático,Cinza,4,PE,10000,0
Fiat,Palio,2017,2017,98152,Flex,Automatizado,Marrom,4,MG,16486,0
Renault,Duster,2021,2021,42504,Flex,Automático,Azul,2,SP,37275,1
Toyota,RAV4,2020,2020,73316,Flex,Manual,Prata,4,PE,45665,1
Toyota,Corolla,2008,2009,272575,Flex,Automático,Branco,2,RJ,10000,0
Toyota,SW4,2010,2011,207791,Flex,Manual,Vermelho,4,SP,10000,0
Ford,Ka,2008,2009,155576,Flex,Automático,Branco,4,BA,10000,0
Citroën,Aircross,2020,2021,66685,Flex,Manual,Preto,4,PE,27716,0
Volkswagen,Nivus,2025,2025,1148,Flex,Automático,Prata,4,RS,43293,1
Peugeot,2008,2009,2009,194240,Flex,Manual,Branco,4,DF,10000,0
Chevrolet,Onix Plus,2024,2025,668,Flex,Manual,Azul,4,GO,39109,1
Peugeot,2008,2016,2017,72897,Flex,Manual,Prata,4,PR,18994,1
Nissan,Kicks,2006,2007,198644,Flex,Manual,Azul,2,CE,10000,0
Hyundai,i30,2016,2016,49639,Flex,Manual,Prata,4,RJ,31285,1
Jeep,Commander,2024,2024,25875,Flex,CVT,Preto,2,BA,108313,1
Hyundai,HB20,2013,2014,250895,Diesel,Manual,Cinza,4,PR,10000,0
Peugeot,208,2022,2022,34358,Flex,Automatizado,Marrom,4,BA,44015,0
Honda,City,2025,2025,1145,Flex,Manual,Prata,4,RJ,81798,1
Volkswagen,Gol,2007,2008,308557,Flex,Automático,Preto,4,SC,10000,0
Citroën,Aircross,2023,2024,12153,Flex,Automático,Marrom,2,RJ,60412,1
Toyota,SW4,2024,2025,829,Flex,Automático,Vermelho,4,PE,139454,1
Jeep,Renegade,2016,2017,65337,Diesel,Automático,Azul,4,RJ,48691,0
Toyota,SW4,2008,2008,272031,Flex,Automático,Vermelho,4,BA,10000,0
Honda,Fit,2023,2023,35968,Flex,Manual,Cinza,4,RJ,72677,1
Peugeot,3008,2008,2009,150705,Flex,Manual,Prata,4,MG,10000,0
Hyundai,HB20S,2019,2020,46249,Gasolina,Automático,Prata,4,SP,45608,1
Ford,Ranger,2007,2007,146151,Flex,Automático,Branco,4,RS,10000,0
Chevrolet,Prisma,2022,2022,20576,Flex,Automático,Prata,4,PR,45022,1
Citroën,Aircross,2008,2009,276054,Flex,Manual,Preto,2,PE,10000,0
Renault,Duster,2024,2024,10614,Gasolina,Automático,Branco,4,DF,45552,1
Jeep,Compass,2024,2024,14134,Flex,Automático,Marrom,4,PE,85383,1
Honda,Civic,2019,2019,73085,Flex,Manual,Azul,4,RS,43547,1
Jeep,Compass,2015,2015,113433,Flex,Manual,Vermelho,2,GO,19701,1
Honda,WR-V,2020,2021,67360,Diesel,Automático,Azul,4,PE,51699,1
Ford,Ka,2009,2009,230827,Flex,Automático,Prata,4,DF,10000,0
Honda,City,2012,2012,162925,Gasolina,Manual,Preto,2,SP,11399,0
Toyota,Corolla,2014,2014,176003,Flex,Automático,Vermelho,2,SC,10000,0
Nissan,Versa,2015,2015,116907,Flex,Automatizado,Vermelho,4,MG,17859,0
Ford,Fiesta,2012,2013,114195,Diesel,Manual,Preto,2,CE,13820,0
Honda,HR-V,2007,2008,207213,Flex,Automatizado,Branco,2,RJ,10000,0
Citroën,C3,2025,2025,1320,Diesel,Manual,Preto,2,PR,58830,1
Nissan,March,2010,2010,330973,Flex,Automático,Preto,4,DF,10000,0
Hyundai,i30,2018,2019,72811,Flex,Automático,Marrom,2,BA,39762,1
Ford,Ka,2021,2022,38237,Gasolina,Manual,Vermelho,4,ES,44644,1
Fiat,Pulse,2009,2010,284601,Gasolina,Automático,Azul,4,SC,10000,0
Renault,Duster,2005,2006,433903,Flex,Manual,Preto,4,DF,10000,0
Toyota,Hilux,2005,2006,169571,Flex,Automático,Cinza,2,PR,10000,1
Ford,Ka,2017,2017,117049,Flex,Automatizado,Vermelho,4,RJ,12821,0
Chevrolet,Prisma,2021,2022,36104,Diesel,Manual,Branco,4,PE,37552,0
Peugeot,3008,2021,2022,23786,Flex,CVT,Cinza,4,MG,41943,1
Citroën,C4 Cactus,2011,2011,262378,Flex,Manual,Prata,4,SC,10000,0
Toyota,RAV4,2021,2022,43357,Diesel,Manual,Vermelho,4,PE,72843,1
Toyota,Yaris,2005,2005,140518,Diesel,Automático,Preto,4,RS,10000,0
Chevrolet,Prisma,2021,2022,23086,Flex,Manual,Preto,2,RS,26753,1
Nissan,Frontier,2008,2009,132839,Gasolina,Manual,Cinza,4,RS,10000,0
Peugeot,2008,2025,2025,541,Flex,Automático,Preto,4,ES,68823,1
Volkswagen,Virtus,2019,2019,74218,Flex,Manual,Cinza,4,MG,27678,0
Volkswagen,Virtus,2006,2006,180046,Flex,Automático,Cinza,4,CE,10000,0
Toyota,Yaris,2013,2013,261999,Flex,Automatizado,Azul,4,DF,10000,0
Renault,Logan,2023,2023,28035,Flex,CVT,Preto,2,ES,37861,1
Renault,Logan,2019,2019,61006,Flex,Manual,Branco,4,PR,28173,0
Renault,Kwid,2005,2006,192601,Flex,Manual,Vermelho,2,ES,10000,0
Hyundai,HB20,2016,2017,108763,Flex,Manual,Azul,4,PE,20102,1
Citroën,C4 Cactus,2022,2022,30071,Flex,CVT,Prata,4,ES,42531,0
Chevrolet,Onix,2016,2017,121587,Flex,Automático,Marrom,4,SP,21138,1
Honda,WR-V,2019,2020,92409,Flex,Automatizado,Azul,4,CE,38570,1
Nissan,Sentra,2025,2025,1994,Flex,Automático,Preto,4,PR,104333,0
Ford,Focus,2011,2012,275022,Flex,Manual,Marrom,4,RS,10000,0
Nissan,Versa,2005,2005,195579,Flex,Manual,Azul,4,PE,10000,0
Fiat,Siena,2025,2025,1373,Flex,Manual,Azul,2,PE,54392,1
Chevrolet,Cruze,2015,2016,116884,Flex,Automático,Cinza,4,MG,10308,1
Volkswagen,Fox,2017,2018,48193,Flex,Manual,Azul,2,RJ,27296,1
Ford,Fiesta,2025,2025,879,Flex,CVT,Vermelho,4,PE,58137,1
Jeep,Renegade,2008,2008,132860,Flex,Manual,Cinza,4,GO,11841,0
Renault,Clio,2024,2024,9433,Flex,Automático,Cinza,4,RJ,61381,1
Ford,Focus,2007,2007,327635,Flex,Automático,Prata,4,PR,10000,0
Nissan,Frontier,2007,2007,282318,Flex,Manual,Branco,4,RS,10000,0
Renault,Kwid,2015,2016,74169,Flex,Automático,Prata,4,SP,20275,1
Jeep,Compass,2025,2025,1754,Diesel,Automático,Branco,4,GO,99631,1
Jeep,Renegade,2008,2009,291609,Flex,Automático,Branco,4,RJ,10000,0
Renault,Logan,2022,2023,16228,Flex,CVT,Preto,4,PE,35555,1
Toyota,Hilux,2016,2017,160127,Flex,Manual,Azul,2,PE,17003,0
Ford,EcoSport,2019,2019,89157,Flex,Manual,Prata,4,PR,20209,1
Hyundai,Creta,2023,2024,6487,Flex,Manual,Vermelho,4,DF,60302,1
Volkswagen,T-Cross,2018,2019,74721,Flex,Automático,Cinza,4,SP,18231,1
Hyundai,Tucson,2017,2018,85818,Flex,Manual,Cinza,4,RS,33555,1
Volkswagen,Virtus,2022,2023,23361,Flex,Automático,Vermelho,2,SP,37465,1
Ford,EcoSport,2013,2014,149697,Flex,Manual,Branco,4,SC,10855,0
Nissan,Frontier,2025,2025,1084,Flex,Manual,Branco,4,BA,92743,0
Nissan,Versa,2007,2008,303117,Flex,Automático,Cinza,4,DF,10000,0
Hyundai,HB20,2010,2010,140360,Etanol,Manual,Marrom,2,BA,11022,1
Hyundai,Tucson,2023,2024,16651,Flex,Automático,Cinza,2,CE,73171,1
Chevrolet,Montana,2022,2023,36537,Gasolina,Manual,Preto,2,CE,36576,0
Fiat,Argo,2020,2020,65545,Flex,Manual,Azul,2,RS,29096,0
Hyundai,Tucson,2020,2020,77084,Flex,CVT,Vermelho,4,PR,48586,1
Hyundai,HB20,2021,2022,25812,Flex,Manual,Marrom,4,GO,57286,1
Ford,Focus,2022,2023,22321,Flex,Manual,Azul,4,GO,56413,0
Citroën,C3,2014,2014,150449,Flex,Automático,Cinza,4,RJ,10950,0
Honda,Fit,2024,2024,16763,Flex,Manual,Vermelho,2,CE,67501,1
Citroën,C4 Cactus,2005,2005,282384,Flex,Manual,Branco,4,BA,10000,0
Nissan,Kicks,2020,2020,118436,Flex,Manual,Vermelho,2,PR,27992,0
Peugeot,2008,2021,2021,57815,Flex,Manual,Vermelho,2,RJ,32157,1
Fiat,Palio,2022,2023,42751,Flex,Manual,Vermelho,4,GO,34808,1
Nissan,Sentra,2015,2016,121685,Flex,Manual,Preto,2,DF,17914,0
Citroën,C4 Cactus,2005,2005,398426,Diesel,Automático,Preto,2,GO,10000,0
Renault,Captur,2021,2021,82281,Flex,Automático,Vermelho,4,ES,38034,0
Volkswagen,Tiguan,2011,2012,195837,Flex,Automático,Branco,2,BA,10000,0
Toyota,Etios,2013,2013,149228,Flex,Manual,Cinza,4,SP,16196,0
Peugeot,2008,2008,2008,178520,Flex,CVT,Prata,4,BA,10000,0
Chevrolet,Spin,2025,2025,1514,Flex,Automático,Preto,4,PE,45013,1
Renault,Sandero,2019,2019,78385,Flex,Automático,Prata,4,DF,23428,0
Hyundai,HB20,2011,2012,96328,Gasolina,Automático,Marrom,4,ES,19240,0
Peugeot,3008,2005,2006,163826,Flex,Manual,Cinza,4,BA,10000,0
Citroën,C3,2018,2018,130471,Diesel,Automático,Branco,4,GO,18281,0
Jeep,Compass,2021,2021,64185,Flex,Automático,Vermelho,4,PE,58680,1
Hyundai,i30,2020,2021,53994,Flex,Manual,Vermelho,4,PE,45912,1
Fiat,Cronos,2023,2023,16027,Gasolina,Manual,Azul,4,PE,50987,1
Renault,Duster,2008,2009,241207,Flex,Manual,Marrom,4,GO,10000,0
Hyundai,i30,2019,2020,28061,Flex,Manual,Preto,2,BA,50734,1
Honda,Civic,2025,2025,1342,Flex,Manual,Branco,4,MG,105807,1
Nissan,Versa,2009,2009,159603,Flex,Automático,Marrom,4,GO,10000,0
Peugeot,3008,2023,2023,32957,Flex,Automatizado,Marrom,2,GO,34505,1
Fiat,Siena,2006,2007,139546,Flex,CVT,Branco,2,SC,10000,1
Renault,Clio,2025,2025,2313,Gasolina,Automático,Prata,2,SP,60294,1
Peugeot,2008,2009,2009,178222,Flex,Automático,Azul,4,ES,10000,0
Ford,Fiesta,2021,2022,33842,Flex,Automático,Prata,4,SP,34303,1
Nissan,Frontier,2024,2024,21230,Flex,Manual,Marrom,4,PR,57439,1
Fiat,Toro,2012,2012,288194,Flex,Manual,Marrom,4,SC,10000,0
Renault,Clio,2008,2009,138952,Flex,Automático,Branco,4,BA,10000,0
Chevrolet,Onix,2024,2024,17717,Flex,Manual,Branco,2,SP,54188,1
Jeep,Compass,2007,2008,348214,Flex,Automático,Vermelho,4,SC,10000,0
Peugeot,2008,2006,2006,177414,Flex,Manual,Cinza,4,GO,10000,0
Citroën,Aircross,2022,2022,25547,Flex,Manual,Marrom,4,GO,44757,1
Jeep,Compass,2013,2013,148341,Flex,Manual,Prata,4,BA,13949,0
Jeep,Renegade,2005,2005,373351,Flex,Manual,Vermelho,4,SP,10000,0
Jeep,Compass,2023,2024,14025,Flex,Automático,Marrom,4,CE,82316,1
Toyota,Corolla,2023,2023,21531,Flex,Manual,Vermelho,4,DF,72130,1
Renault,Sandero,2006,2007,165383,Flex,Manual,Azul,4,SP,10000,0
Hyundai,Creta,2006,2006,449195,Flex,Automático,Azul,4,DF,10000,0
Nissan,March,2016,2017,144702,Diesel,Automatizado,Preto,4,PE,17941,1
Citroën,Aircross,2007,2008,339054,Flex,Manual,Branco,4,SP,10000,0
Chevrolet,Cruze,2024,2024,15385,Flex,Manual,Vermelho,4,SP,59930,1
Honda,CR-V,2006,2007,387507,Flex,Automático,Prata,4,BA,10000,0
Fiat,Pulse,2013,2013,252661,Gasolina,Automático,Prata,4,MG,10000,0
Peugeot,3008,2015,2016,121679,Flex,Manual,Marrom,4,RJ,14948,0
Volkswagen,Jetta,2023,2024,22246,Flex,Automático,Cinza,4,RS,53717,1
Fiat,Strada,2024,2025,2026,Flex,Automático,Marrom,4,RJ,45547,1
Renault,Captur,2010,2010,272640,Flex,CVT,Vermelho,4,ES,10000,0
Honda,HR-V,2008,2009,174960,Flex,Automático,Prata,2,BA,11369,1
Fiat,Toro,2013,2013,87732,Flex,CVT,Preto,4,CE,15367,1
Citroën,C4 Cactus,2007,2008,147418,Gasolina,Automático,Preto,2,ES,10000,0
Nissan,Frontier,2025,2025,1562,Flex,Manual,Vermelho,4,MG,73449,0
Renault,Kwid,2009,2009,251811,Flex,Manual,Marrom,4,CE,10000,0
Honda,CR-V,2023,2023,16987,Flex,Automático,Azul,4,CE,82365,1
Fiat,Pulse,2005,2006,360315,Flex,Manual,Marrom,4,CE,10000,1
Renault,Oroch,2011,2012,161980,Flex,Automático,Azul,2,DF,10000,0
Hyundai,Tucson,2016,2016,163587,Flex,Automatizado,Marrom,4,SP,11553,0
Chevrolet,S10,2007,2008,253413,Gasolina,Manual,Vermelho,4,BA,10000,0
Peugeot,2008,2010,2011,253653,Flex,Manual,Vermelho,4,PE,10000,1
Ford,Ka,2018,2018,108709,Diesel,Automático,Preto,2,PE,17429,0
Honda,HR-V,2010,2011,211109,Flex,Manual,Marrom,4,ES,10000,0
Renault,Captur,2015,2016,60985,Flex,Manual,Prata,4,SC,25285,0
Toyota,Etios,2019,2020,42611,Flex,Manual,Cinza,2,GO,52498,1
Peugeot,2008,2020,2020,64649,Flex,Automático,Branco,4,RJ,32334,0
Jeep,Renegade,2019,2020,88483,Flex,Manual,Vermelho,4,DF,40250,1
Volkswagen,Tiguan,2014,2015,165559,Gasolina,Automático,Vermelho,4,DF,11082,1
Honda,Fit,2018,2018,61767,Flex,Manual,Marrom,4,ES,53342,0
Citroën,C4 Cactus,2016,2017,73557,Flex,Manual,Marrom,4,SP,22075,0
Hyundai,i30,2012,2012,139205,Gasolina,Automático,Cinza,2,BA,14580,0
Ford,Ka,2016,2016,124568,Flex,CVT,Branco,4,PE,15687,0
Chevrolet,Onix Plus,2005,2005,229057,Etanol,Automático,Azul,4,RJ,10000,0
Nissan,Frontier,2014,2014,239734,Flex,Manual,Vermelho,4,PR,10000,0
Nissan,Sentra,2014,2015,146458,Flex,Manual,Preto,4,PE,15119,0
Nissan,March,2019,2019,40034,Flex,Manual,Marrom,2,SP,39812,1
Honda,HR-V,2010,2010,271257,Flex,Automático,Marrom,4,BA,10000,0
Renault,Captur,2012,2013,133599,Flex,Manual,Cinza,4,GO,11332,0
Peugeot,2008,2010,2010,152856,Flex,Automático,Vermelho,4,PE,10000,1
Toyota,SW4,2022,2023,11389,Flex,Automático,Preto,4,RS,75752,1
Toyota,Etios,2015,2016,82600,Flex,Manual,Preto,4,GO,36055,1
Peugeot,3008,2009,2009,139366,Flex,Automático,Cinza,2,SP,10000,0
Nissan,Kicks,2025,2025,1543,Flex,Automático,Preto,4,BA,77300,1
Citroën,C3,2016,2017,74804,Flex,Automático,Marrom,2,SP,18065,0
Renault,Duster,2009,2009,164295,Flex,Manual,Cinza,4,SC,10000,0
Volkswagen,Saveiro,2014,2015,159608,Flex,Manual,Vermelho,4,ES,10000,0
Ford,EcoSport,2014,2015,100709,Flex,Automático,Azul,4,SP,16269,1
Renault,Captur,2014,2014,95739,Flex,Automatizado,Prata,4,GO,13982,1
Volkswagen,Tiguan,2016,2016,138483,Flex,Automático,Vermelho,4,ES,12407,0
Toyota,Hilux,2012,2013,165265,Flex,Manual,Prata,2,SC,13073,1
Fiat,Mobi,2023,2024,17089,Flex,Manual,Cinza,4,ES,33208,1
Honda,HR-V,2018,2019,63336,Flex,Manual,Preto,4,DF,53982,1
Honda,WR-V,2025,2025,1775,Flex,Manual,Preto,4,SP,76555,1
Fiat,Pulse,2010,2010,367795,Gasolina,Manual,Prata,4,BA,10000,0
Jeep,Renegade,2015,2016,72883,Flex,Manual,Vermelho,4,SP,28210,1
Ford,Fiesta,2011,2012,195995,Flex,Manual,Vermelho,4,RS,10000,0
Hyundai,Creta,2008,2009,178898,Gasolina,Automático,Vermelho,4,PR,10000,0
Renault,Logan,2025,2025,544,Gasolina,Manual,Azul,2,ES,38956,1
Jeep,Compass,2010,2010,140859,Gasolina,Manual,Vermelho,4,ES,12163,1
Ford,Ranger,2007,2008,335514,Flex,Manual,Preto,4,RJ,10000,0
Peugeot,208,2005,2005,363636,Gasolina,Automático,Cinza,4,ES,10000,0
Citroën,Aircross,2006,2006,312295,Flex,Manual,Prata,4,RJ,10000,0
Fiat,Argo,2008,2009,207815,Flex,Automático,Preto,2,MG,10000,0
Chevrolet,Prisma,2024,2025,2318,Flex,Automático,Preto,4,DF,41244,1
Hyundai,HB20,2017,2017,87625,Diesel,CVT,Marrom,4,ES,29165,1
Toyota,Hilux,2012,2013,69148,Flex,Automático,Preto,4,SC,31342,0
Chevrolet,Tracker,2013,2014,96790,Gasolina,Manual,Preto,4,ES,11313,1
Honda,Civic,2007,2008,237655,Flex,Automatizado,Branco,4,DF,10000,0
Citroën,C4 Cactus,2017,2018,160947,Flex,Automatizado,Vermelho,4,ES,10160,0
Peugeot,2008,2005,2005,155527,Flex,Automático,Prata,2,BA,10000,0
Ford,Ka,2005,2006,182220,Flex,Automático,Azul,2,PR,10000,0
Hyundai,Creta,2019,2019,89820,Flex,Manual,Azul,4,GO,27164,1
Chevrolet,Prisma,2017,2017,100249,Flex,Automático,Prata,4,SC,15375,0
Volkswagen,T-Cross,2009,2009,194403,Flex,Manual,Preto,4,BA,10000,0
Fiat,Pulse,2025,2025,570,Gasolina,Manual,Branco,2,DF,67020,0
Honda,Civic,2009,2010,130735,Flex,Automático,Azul,4,RS,18631,1
Peugeot,3008,2013,2014,117570,Flex,Manual,Preto,4,SP,14289,0
Honda,CR-V,2010,2010,243381,Flex,Manual,Marrom,4,SP,10000,1
Volkswagen,Amarok,2007,2008,139722,Flex,Automático,Cinza,4,BA,10000,1
Volkswagen,Saveiro,2012,2012,191508,Flex,Manual,Prata,2,PR,10000,0
Peugeot,2008,2017,2017,133884,Diesel,Manual,Branco,4,BA,13768,0
Nissan,Kicks,2009,2009,118852,Gasolina,Automático,Marrom,4,ES,13784,0
Peugeot,2008,2012,2012,204273,Flex,Automático,Azul,4,CE,10000,0
Jeep,Compass,2018,2019,106798,Flex,Manual,Marrom,4,BA,32662,0
Hyundai,HB20,2025,2025,1163,Gasolina,Manual,Vermelho,4,BA,83224,1
Renault,Oroch,2024,2024,10104,Gasolina,Manual,Azul,4,BA,59845,1
Fiat,Strada,2010,2010,258897,Gasolina,CVT,Marrom,4,GO,10000,1
Honda,City,2005,2006,179145,Flex,Manual,Vermelho,4,PR,10000,0
Renault,Clio,2021,2021,84296,Flex,Automatizado,Cinza,4,SC,30127,0
Ford,Ka,2008,2009,111667,Flex,Automático,Prata,4,CE,10000,0
Fiat,Argo,2012,2013,134727,Diesel,Manual,Marrom,4,PE,10025,1
Jeep,Renegade,2017,2018,89897,Flex,Automático,Branco,2,RS,46397,1
Nissan,Sentra,2022,2022,54774,Flex,Automatizado,Branco,4,PR,45920,1
Jeep,Compass,2005,2005,429440,Flex,Automático,Cinza,4,ES,10000,0
Toyota,Hilux,2023,2023,31162,Etanol,Automático,Vermelho,4,CE,102625,1
Jeep,Renegade,2025,2025,1862,Flex,Manual,Marrom,4,PR,87469,1
Renault,Oroch,2006,2007,141848,Flex,Manual,Vermelho,2,ES,10000,0
Volkswagen,Polo,2016,2016,74726,Flex,Automático,Azul,4,MG,11598,1
Fiat,Uno,2021,2022,25730,Gasolina,CVT,Preto,4,SP,36892,1
Nissan,Sentra,2023,2023,15950,Etanol,Manual,Branco,2,SC,71967,1
Toyota,RAV4,2017,2018,64187,Gasolina,Automático,Cinza,2,PE,43996,0
Toyota,Etios,2009,2009,184380,Flex,Manual,Azul,4,PR,10000,0
Hyundai,HB20,2016,2017,128645,Flex,Automático,Branco,4,BA,24289,0
Citroën,C3,2020,2021,25862,Gasolina,Automático,Marrom,2,BA,48414,0
Chevrolet,Onix,2017,2018,126901,Flex,Manual,Cinza,4,SC,14978,1
Nissan,Frontier,2020,2021,48513,Flex,CVT,Cinza,4,PE,56411,1
Fiat,Mobi,2009,2009,258710,Flex,Manual,Vermelho,4,SC,10000,0
Toyota,SW4,2005,2006,288055,Gasolina,Manual,Azul,4,RJ,10000,0
Nissan,Sentra,2005,2005,400820,Gasolina,Manual,Vermelho,4,BA,10000,0
Chevrolet,Cruze,2023,2024,19510,Diesel,Manual,Azul,4,MG,29822,1
Chevrolet,Onix Plus,2005,2006,108601,Gasolina,Automático,Azul,4,MG,10000,0
Renault,Logan,2024,2025,1706,Flex,Manual,Vermelho,4,RJ,56537,1
Toyota,RAV4,2019,2020,36685,Gasolina,Manual,Vermelho,4,PE,48541,0
Ford,Focus,2018,2018,139272,Diesel,Manual,Preto,2,ES,18514,0
Volkswagen,T-Cross,2007,2008,289952,Flex,Automático,Marrom,2,RS,10000,0
Fiat,Mobi,2005,2006,283446,Etanol,Manual,Cinza,4,DF,10000,0
Ford,Fiesta,2010,2010,154249,Flex,CVT,Prata,4,RS,10000,0
Ford,Fiesta,2016,2017,181906,Gasolina,Automatizado,Preto,4,CE,10000,0
Renault,Sandero,2013,2013,143216,Flex,Automático,Azul,2,RS,10000,0
Renault,Captur,2012,2013,69173,Flex,Manual,Marrom,4,BA,18136,0
Hyundai,Creta,2007,2007,161563,Flex,Automatizado,Prata,4,CE,10000,0
Fiat,Toro,2008,2009,162699,Flex,Manual,Preto,2,PR,10000,0
Peugeot,3008,2007,2007,240257,Flex,Automático,Marrom,4,DF,10000,0
Jeep,Renegade,2010,2010,177136,Flex,Manual,Vermelho,4,PR,10000,0
Citroën,C3,2012,2012,158262,Flex,Automatizado,Azul,4,RJ,10000,0
Fiat,Uno,2014,2015,73932,Etanol,Automático,Preto,4,DF,21540,1
Peugeot,2008,2025,2025,1530,Gasolina,Automático,Vermelho,4,PR,78371,1
Citroën,C4 Cactus,2012,2012,86721,Etanol,Manual,Preto,4,BA,13315,0
Hyundai,HB20,2021,2021,84750,Flex,Manual,Prata,2,ES,36105,1
Renault,Kwid,2022,2022,55841,Flex,Manual,Preto,4,RJ,28285,1
Volkswagen,Voyage,2014,2014,155266,Flex,Automático,Azul,2,PR,12389,0
Jeep,Commander,2010,2011,281989,Flex,Automático,Preto,2,BA,10000,0
Toyota,Yaris,2012,2013,120571,Flex,Automático,Marrom,2,GO,15659,0
Toyota,Yaris,2013,2013,169436,Diesel,Manual,Marrom,4,ES,12361,0
Fiat,Uno,2021,2022,71296,Flex,Manual,Marrom,4,MG,21361,0
Chevrolet,Cruze,2012,2012,161730,Flex,Automático,Branco,4,ES,10000,0
Jeep,Commander,2024,2024,16529,Flex,Automatizado,Marrom,4,BA,101929,0
Renault,Oroch,2012,2012,78715,Gasolina,CVT,Prata,4,ES,13430,1
Ford,Ranger,2022,2022,65026,Gasolina,Manual,Azul,4,ES,25413,1
Jeep,Commander,2008,2008,121164,Flex,Automático,Prata,4,GO,13393,0
Hyundai,i30,2025,2025,1462,Flex,Automático,Preto,4,DF,95793,1
Peugeot,2008,2023,2023,23362,Flex,Manual,Branco,4,PR,47570,1
Citroën,C3,2013,2014,148783,Flex,Manual,Cinza,4,CE,11908,0
Toyota,RAV4,2014,2015,136990,Flex,Manual,Prata,4,RJ,15174,0
Toyota,Hilux,2010,2010,136401,Flex,Manual,Branco,4,RS,15016,0
Peugeot,208,2011,2012,182111,Flex,Automatizado,Branco,4,PE,10000,0
